AddToPlaylist	 	can you add last of the ghetto astronauts to the playlist called black sabbath the dio years	E
PlayMusic	 	please play a movement from george formby jr 	E
AddToPlaylist	 	add this artist to my electronic bliss playlist	E
AddToPlaylist	 	add toyan to my epic gaming playlist 	E
SearchCreativeWork	 	wish to see the photograph with the name live: right here	E
RateBook	 	give this novel a score of 5	E
AddToPlaylist	 	add a very cellular song to masters of metal playlist	E
PlayMusic	 	i want to hear anything from the rock symphonique genre please 	E
RateBook	 	rate this album 4 out of 6 stars	E
AddToPlaylist	 	add tierney sutton to my novedades viernes sudamérica playlist	E
SearchCreativeWork	 	wish to find the movie the heart beat	E
SearchCreativeWork	 	find me the novel with the name to lose my life …	E
RateBook	 	rate hate that cat 1 out of 6 stars 	E
SearchCreativeWork	 	search for the game difficult loves	E
AddToPlaylist	 	add martin barre to my punk unplugged playlist 	E
PlayMusic	 	play subconscious lobotomy from jennifer paull 	E
PlayMusic	 	play some anneliese van der pol from the thirties on groove shark	E
PlayMusic	 	can you put on like a hurricane by paul landers	E
RateBook	 	give hindu temples: what happened to them a 5 out of 6 stars 	E
SearchCreativeWork	 	please search for the journal of official statistics show 	E
RateBook	 	give the current chronicle five of 6 points	E
RateBook	 	give zero out of 6 stars to this album	E
SearchCreativeWork	 	search for appalachian journey	E
SearchCreativeWork	 	please fine me the tv series  now we are married 	E
PlayMusic	 	play something on last fm	E
PlayMusic	 	play music off netflix 	E
AddToPlaylist	 	put petar georgiev kalica onto the old school hip hop playlist 	E
AddToPlaylist	 	add the song to the mac  n cheese playlist 	E
AddToPlaylist	 	add abacab to beryl s party on fridays playlist	E
SearchCreativeWork	 	can you get me the controlled conversations tv series	E
SearchScreeningEvent	 	fine the movie schedules for the wanda group 	E
SearchCreativeWork	 	look for the television show meet the prince	E
RateBook	 	give wilco: learning how to die a rating of four points 	E
SearchCreativeWork	 	please find me the classified book 	E
RateBook	 	give 4 out of 6 points to the spirit ring chronicle	E
AddToPlaylist	 	add brazilian flag anthem to top 100 alternative tracks on spotify	E
PlayMusic	 	play paul mccartney	E
PlayMusic	 	play trance life on zvooq 	E
PlayMusic	 	open deezer and play curtain call: the hits by junichi okada 	E
SearchCreativeWork	 	look for the album slave to the grind	E
SearchScreeningEvent	 	show the sexy dance 2 times at the  closest movie house	E
RateBook	 	rate this book a 1 	E
SearchScreeningEvent	 	i want to see shattered image 	E
SearchCreativeWork	 	can you find me the national anthem of the ancient britons television show	E
SearchScreeningEvent	 	show the movie schedules in the neighborhood	E
RateBook	 	give my current book one of 6 stars	E
RateBook	 	rate the current series a 4	E
SearchScreeningEvent	 	show me southern theatres movie times	E
AddToPlaylist	 	add the boy george track to the emo forever playlist 	E
PlayMusic	 	play some movement from the fourties	E
AddToPlaylist	 	add digging now to my young at heart playlist	E
RateBook	 	give this textbook 0 out of 6 stars	E
RateBook	 	rate the current novel zero out of 6	E
PlayMusic	 	go to itunes and play dr  lecter by david hodges	E
AddToPlaylist	 	i need to add to my infinite indie folk list the works of rahim shah	E
SearchCreativeWork	 	can you find me  hey man	E
AddToPlaylist	 	to the travelling playlist  please add this david gahan song 	E
SearchCreativeWork	 	can you find me the work titled music for millions	E
PlayMusic	 	play some new les vandyke on slacker	E
RateBook	 	rate this current novel two out of 6 	E
SearchScreeningEvent	 	find the schedule for great mail robbery 	E
PlayMusic	 	play an album from nithyasree mahadevan 	E
PlayMusic	 	play a song by rahsaan patterson 	E
SearchCreativeWork	 	please find me the video game titled 20 hours in america 	E
AddToPlaylist	 	add this artist to fairy tales playlist	E
RateBook	 	rate a twist in the tale zero out of 6 points	E
RateBook	 	rate ruth five out of 6 points 	E
AddToPlaylist	 	add roel van velzen to my party of the century playlist 	E
SearchCreativeWork	 	find me a tv show called baby blue	E
SearchCreativeWork	 	need a creative work called hit by love	E
SearchCreativeWork	 	please search for switched 	E
